,id,title,type,averageRating,numVotes,releaseYear,idjw,NbDiff,ClassifImdb,Diffuseur,SVOD,ClassificationSVOD,ValNudite,ScoreNudite,ValViolence,ScoreViolence,ValVulgarite,ScoreVulgarite,ValStupefiants,ScoreStupefiants,ValIntensite,ScoreIntensite,CP_ar,CP_at,CP_au,CP_be,CP_br,CP_ca,CP_cl,CP_cn,CP_co,CP_cz,CP_de,CP_dk,CP_eg,CP_es,CP_fi,CP_fr,CP_gb,CP_gr,CP_hk,CP_hu,CP_id,CP_ie,CP_il,CP_in,CP_is,CP_it,CP_jo,CP_jp,CP_kp,CP_kr,CP_mt,CP_mx,CP_my,CP_nl,CP_no,CP_nz,CP_ph,CP_pl,CP_ru,CP_se,CP_th,CP_tr,CP_tw,CP_us,CP_za,Genre_action,Genre_adventure,Genre_animation,Genre_biography,Genre_comedy,Genre_crime,Genre_documentary,Genre_drama,Genre_family,Genre_fantasy,Genre_game-show,Genre_history,Genre_horror,Genre_music,Genre_musical,Genre_mystery,Genre_news,Genre_reality-tv,Genre_romance,Genre_sci-fi,Genre_short,Genre_sport,Genre_talk-show,Genre_thriller,Genre_war,Genre_western,DureeEp,classifJW,ScoreParent
10,tt1475582,Sherlock,tvSeries,9.0,1048301.0,2010.0,ts21538,2.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.25fbee69-ed93-4cca-bab4-c8f9f4d3f998,Prime Video,16+,Faible,53.92,Modéré,60.76,Faible,71.47,Modéré,63.7,Modéré,59.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88,12.0,15.0
11,tt7366338,Chernobyl,tvMiniSeries,9.3,949728.0,2019.0,ts88632,3.0,12,https://play.max.com/video/watch/21acd328-6298-4928-bb08-e926d776f63d?utm_source=universal_search,MAX,,Faible,46.03,Modéré,43.17,Faible,46.84,Faible,66.55,Élevé,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,12.0,25.0
12,tt7366338,Chernobyl,tvMiniSeries,9.3,949728.0,2019.0,ts88632,3.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.e64942d3-2bb8-438f-adb2-3e5c2b4f48b2,Prime Video,18+,Faible,46.03,Modéré,43.17,Faible,46.84,Faible,66.55,Élevé,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,12.0,25.0
13,tt7366338,Chernobyl,tvMiniSeries,9.3,949728.0,2019.0,ts88632,3.0,12,https://www.mycanal.fr/series/chernobyl/h/40436206_50889,MyCanal,-12,Faible,46.03,Modéré,43.17,Faible,46.84,Faible,66.55,Élevé,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,12.0,25.0
14,tt0898266,The Big Bang Theory,tvSeries,8.1,908002.0,2007.0,ts12,3.0,tous publics,https://app.primevideo.com/detail?gti=amzn1.dv.gti.87e8bf22-e8c4-4b2a-9bcb-3b809deaf055,Prime Video,TOUS PUBLICS,Faible,48.66,Aucun,85.56,Faible,61.26,Faible,63.19,Aucun,83.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,tous publics,5.0
15,tt0898266,The Big Bang Theory,tvSeries,8.1,908002.0,2007.0,ts12,3.0,tous publics,https://www.mycanal.fr/series/the-big-bang-theory/h/40422267_50889,MyCanal,-12,Faible,48.66,Aucun,85.56,Faible,61.26,Faible,63.19,Aucun,83.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,tous publics,25.0
16,tt0898266,The Big Bang Theory,tvSeries,8.1,908002.0,2007.0,ts12,3.0,tous publics,https://play.max.com/video/watch/da61aef2-e4b6-441a-b2aa-91855ca05dad?utm_source=universal_search,MAX,,Faible,48.66,Aucun,85.56,Faible,61.26,Faible,63.19,Aucun,83.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,tous publics,25.0
17,tt0773262,Dexter,tvSeries,8.6,843967.0,2006.0,ts10620,3.0,12,https://www.primevideo.com/detail/0MZFO9CZW2OOYPKLWW8P6NKD0O,Prime Video,18+,Élevé,55.72,Élevé,83.33,Élevé,79.89,Faible,55.49,Élevé,72.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,12.0,85.0
18,tt0773262,Dexter,tvSeries,8.6,843967.0,2006.0,ts10620,3.0,12,https://www.paramountplus.com/shows/dexter/video/_1ssUsDXSuoUUyItv1b5sLDoihEEC6v0/dexter-dexter?searchReferral=,Paramount+,18,Élevé,55.72,Élevé,83.33,Élevé,79.89,Faible,55.49,Élevé,72.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,12.0,85.0
19,tt0773262,Dexter,tvSeries,8.6,843967.0,2006.0,ts10620,3.0,12,https://tv.apple.com/fr/show/dexter/umc.cmc.2w8cp3aur89y8id4cfk2engfu?at=1000l3V2&ct=app_tv&itscg=30200&itsct=justwatch_tv_12,AppleTV+,-18,Élevé,55.72,Élevé,83.33,Élevé,79.89,Faible,55.49,Élevé,72.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,12.0,85.0
20,tt1190634,The Boys,tvSeries,8.6,777469.0,2019.0,ts78125,1.0,18,https://app.primevideo.com/detail?gti=amzn1.dv.gti.9ab600aa-6625-b547-cfc0-190e3ad8a27d,Prime Video,18+,Élevé,74.25,Élevé,92.88,Élevé,88.68,Élevé,54.43,Élevé,70.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,16.0,65.0
21,tt0386676,The Office,tvSeries,9.0,775241.0,2005.0,ts21621,2.0,13::(self-applied),https://app.primevideo.com/detail?gti=amzn1.dv.gti.e8b0291b-34a6-d376-9732-9616a6f352c6,Prime Video,16+,Faible,48.78,Aucun,70.36,Faible,60.18,Faible,80.74,Aucun,78.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18.0,5.0
22,tt0386676,The Office,tvSeries,9.0,775241.0,2005.0,ts21621,2.0,13::(self-applied),https://www.netflix.com/title/70136120,Netflix,13+,Faible,48.78,Aucun,70.36,Faible,60.18,Faible,80.74,Aucun,78.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18.0,5.0
23,tt0460649,How I Met Your Mother,tvSeries,8.3,759250.0,2005.0,ts21483,1.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fhow-i-met-your-mother%2F3kpBeRQiKjkq&subId3=justappsvod,Disney+,14+,Modéré,40.82,Aucun,75.56,Faible,65.47,Modéré,59.96,Aucun,88.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,tous publics,15.0
24,tt3032476,Better Call Saul,tvSeries,9.0,732065.0,2015.0,ts8,1.0,tous publics avec avertissement,https://www.netflix.com/title/80021955,Netflix,16+,Faible,60.59,Modéré,49.61,Modéré,58.23,Modéré,62.21,Modéré,40.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12.0,45.0
25,tt2442560,Peaky Blinders,tvSeries,8.7,711860.0,2013.0,ts20110,2.0,10::(with warning),https://app.primevideo.com/detail?gti=amzn1.dv.gti.24b8776e-16e0-e3e3-67e8-b144e97d7728,Prime Video,18+,Élevé,68.65,Élevé,80.33,Élevé,81.0,Élevé,87.55,Élevé,53.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,16.0,65.0
26,tt2442560,Peaky Blinders,tvSeries,8.7,711860.0,2013.0,ts20110,2.0,10::(with warning),https://www.netflix.com/title/80002479,Netflix,16+,Élevé,68.65,Élevé,80.33,Élevé,81.0,Élevé,87.55,Élevé,53.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,16.0,65.0
27,tt2356777,True Detective,tvSeries,8.9,703173.0,2014.0,ts20054,3.0,12,https://play.max.com/video/watch/f61493d3-3adf-4b4a-b87d-563d377a88ac?utm_source=universal_search,MAX,,Élevé,72.23,Élevé,75.0,Élevé,81.34,Élevé,75.7,Élevé,75.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,12.0,75.0
28,tt2356777,True Detective,tvSeries,8.9,703173.0,2014.0,ts20054,3.0,12,https://www.mycanal.fr/series/true-detective/h/40439553_50889,MyCanal,-16,Élevé,72.23,Élevé,75.0,Élevé,81.34,Élevé,75.7,Élevé,75.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,12.0,75.0
29,tt2356777,True Detective,tvSeries,8.9,703173.0,2014.0,ts20054,3.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.8b96ae49-3860-49a5-8d15-7bd50c2ef008,Prime Video,18+,Élevé,72.23,Élevé,75.0,Élevé,81.34,Élevé,75.7,Élevé,75.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,12.0,75.0
30,tt2085059,Black Mirror,tvSeries,8.7,693782.0,2011.0,ts278,1.0,16,https://www.netflix.com/title/70264888,Netflix,16+,Élevé,52.03,Élevé,58.81,Élevé,69.55,Faible,54.22,Élevé,81.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,16.0,15.0
31,tt10919420,Squid Game,tvSeries,8.0,663345.0,2021.0,ts220305,1.0,16::(self-applied),https://www.netflix.com/title/81040344,Netflix,16+,Modéré,43.43,Élevé,89.21,Modéré,55.68,Faible,67.47,Élevé,82.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,16.0,75.0
32,tt3581920,The Last of Us,tvSeries,8.6,656337.0,2023.0,ts226904,3.0,16::(self-applied),https://play.max.com/video/watch/dae9e532-3714-4f2e-b758-fb9a13def902?utm_source=universal_search,MAX,,Faible,38.42,Élevé,81.77,Élevé,71.86,Faible,69.99,Élevé,79.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,18.0,75.0
33,tt3581920,The Last of Us,tvSeries,8.6,656337.0,2023.0,ts226904,3.0,16::(self-applied),https://app.primevideo.com/detail?gti=amzn1.dv.gti.4da38bd7-53a9-4fde-8a33-6bf9f9f9d116,Prime Video,16+,Faible,38.42,Élevé,81.77,Élevé,71.86,Faible,69.99,Élevé,79.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,18.0,75.0
34,tt3581920,The Last of Us,tvSeries,8.6,656337.0,2023.0,ts226904,3.0,16::(self-applied),https://www.mycanal.fr/series/the-last-of-us/h/40427679_50889,MyCanal,-16,Faible,38.42,Élevé,81.77,Élevé,71.86,Faible,69.99,Élevé,79.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,18.0,75.0
35,tt2861424,Rick and Morty,tvSeries,9.1,650189.0,2013.0,ts20233,4.0,12,https://www.mycanal.fr/series/rick-and-morty/h/40421495_50889,MyCanal,-16,Modéré,46.69,Élevé,75.68,Élevé,79.87,Élevé,60.98,Modéré,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12.0,45.0
36,tt2861424,Rick and Morty,tvSeries,9.1,650189.0,2013.0,ts20233,4.0,12,https://www.netflix.com/title/80014749,Netflix,16+,Modéré,46.69,Élevé,75.68,Élevé,79.87,Élevé,60.98,Modéré,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12.0,45.0
37,tt2861424,Rick and Morty,tvSeries,9.1,650189.0,2013.0,ts20233,4.0,12,https://app.primevideo.com/detail?gti=amzn1.dv.gti.7e026005-b261-4750-97ac-72da097d3437,Prime Video,16+,Modéré,46.69,Élevé,75.68,Élevé,79.87,Élevé,60.98,Modéré,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12.0,45.0
38,tt2861424,Rick and Morty,tvSeries,9.1,650189.0,2013.0,ts20233,4.0,12,https://play.max.com/video/watch/ef7d1c40-2ecc-471a-81a5-7fe06400240a?utm_source=universal_search,MAX,,Modéré,46.69,Élevé,75.68,Élevé,79.87,Élevé,60.98,Modéré,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12.0,45.0
39,tt0411008,Lost,tvSeries,8.3,641221.0,2004.0,ts21848,2.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Flost-les-disparus%2F49VjIYAiy7oh&subId3=justappsvod,Disney+,16+,Faible,56.17,Modéré,61.19,Faible,71.5,Modéré,61.45,Modéré,54.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10.0,12.0
40,tt0411008,Lost,tvSeries,8.3,641221.0,2004.0,ts21848,2.0,tous publics,https://www.netflix.com/title/70136118,Netflix,16+,Faible,56.17,Modéré,61.19,Faible,71.5,Modéré,61.45,Modéré,54.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10.0,12.0
41,tt0455275,Prison Break,tvSeries,8.3,627772.0,2005.0,ts21422,3.0,tous publics,https://disneyplus.bn5x.net/c/1206980/705874/9358?u=https%3A%2F%2Fwww.disneyplus.com%2Fseries%2Fprison-break%2F7O2SFMVATNe5&subId3=justappsvod,Disney+,16+,Faible,55.78,Modéré,55.28,Faible,65.5,Faible,62.92,Modéré,52.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,12.0,55.0
42,tt0455275,Prison Break,tvSeries,8.3,627772.0,2005.0,ts21422,3.0,tous publics,https://app.molotov.tv/channel/45/program/42000,MolotovTV,,Faible,55.78,Modéré,55.28,Faible,65.5,Faible,62.92,Modéré,52.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,12.0,55.0
